Alert1: The difference between sog estimated and measured is to high toa=426.077942 TS=2208 ,mmsi=372430000, sog_c=8.011582e+00, sog_mes=0, inno_sog=-8.011582, threshold=0.733688, value=6.868102e+02 
Alert1: The distance between longitude prediced in measured is to high toa=426.662506, TS=2230 ,mmsi=227635210, lon_mes=-4.490598e+00, lon_pred=-4.495592e+00, inno_lon=0.004994, threshold=0.000763, value=4.636930e+02 
Alert1: The distance between longitude prediced in measured is to high toa=426.957947, TS=2241 ,mmsi=310705000, lon_mes=-4.452550e+00, lon_pred=-4.457550e+00, inno_lon=0.005000, threshold=0.000768, value=4.593070e+02 
Alert1: The distance between longitude prediced in measured is to high toa=429.259521, TS=77 ,mmsi=227801900, lon_mes=-4.433973e+00, lon_pred=-4.438994e+00, inno_lon=0.005021, threshold=0.000875, value=3.565605e+02 
Alert1: The distance between longitude prediced in measured is to high toa=430.060303, TS=107 ,mmsi=228431900, lon_mes=-4.491300e+00, lon_pred=-4.496276e+00, inno_lon=0.004976, threshold=0.000684, value=5.729376e+02 
Alert1: The distance between longitude prediced in measured is to high toa=430.160950, TS=111 ,mmsi=228394000, lon_mes=-4.320913e+00, lon_pred=-4.325913e+00, inno_lon=0.005000, threshold=0.000819, value=4.030417e+02 
Alert1: The distance between longitude prediced in measured is to high toa=430.180237, TS=112 ,mmsi=227806300, lon_mes=-4.501518e+00, lon_pred=-4.506535e+00, inno_lon=0.005016, threshold=0.000882, value=3.504696e+02 
Alert1: The distance between longitude prediced in measured is to high toa=430.718262, TS=132 ,mmsi=227806500, lon_mes=-4.491407e+00, lon_pred=-4.496410e+00, inno_lon=0.005003, threshold=0.000914, value=3.246095e+02 
Alert1: The distance between longitude prediced in measured is to high toa=431.358490, TS=156 ,mmsi=227801800, lon_mes=-4.460485e+00, lon_pred=-4.465409e+00, inno_lon=0.004924, threshold=0.000866, value=3.495678e+02 
Alert1: The distance between longitude prediced in measured is to high toa=431.762054, TS=171 ,mmsi=227867000, lon_mes=-4.317450e+00, lon_pred=-4.322461e+00, inno_lon=0.005011, threshold=0.001833, value=8.092902e+01 
Alert1: The distance between longitude prediced in measured is to high toa=431.780518, TS=172 ,mmsi=227802100, lon_mes=-4.467497e+00, lon_pred=-4.472476e+00, inno_lon=0.004979, threshold=0.001776, value=8.511947e+01 
Alert1: The distance between longitude prediced in measured is to high toa=431.998718, TS=180 ,mmsi=228017700, lon_mes=-4.562602e+00, lon_pred=-4.567543e+00, inno_lon=0.004941, threshold=0.000959, value=2.870699e+02 
Alert1: The distance between longitude prediced in measured is to high toa=432.081665, TS=183 ,mmsi=227592820, lon_mes=-4.490517e+00, lon_pred=-4.495531e+00, inno_lon=0.005014, threshold=0.001029, value=2.568043e+02 
Alert1: The distance between longitude prediced in measured is to high toa=432.100494, TS=184 ,mmsi=226263000, lon_mes=-5.043617e+00, lon_pred=-5.048617e+00, inno_lon=0.005001, threshold=0.001749, value=8.852007e+01 
Alert1: The distance between longitude prediced in measured is to high toa=432.140137, TS=185 ,mmsi=228431900, lon_mes=-4.491310e+00, lon_pred=-4.496285e+00, inno_lon=0.004975, threshold=0.000807, value=4.118660e+02 
Alert1: The distance between longitude prediced in measured is to high toa=432.702911, TS=206 ,mmsi=227612860, lon_mes=-4.486187e+00, lon_pred=-4.491212e+00, inno_lon=0.005025, threshold=0.001843, value=8.041951e+01 
Alert1: The distance between longitude prediced in measured is to high toa=432.859650, TS=212 ,mmsi=227806400, lon_mes=-4.467667e+00, lon_pred=-4.472641e+00, inno_lon=0.004975, threshold=0.001780, value=8.456627e+01 
Alert1: The distance between longitude prediced in measured is to high toa=433.305298, TS=229 ,mmsi=227570230, lon_mes=-4.353197e+00, lon_pred=-4.358238e+00, inno_lon=0.005042, threshold=0.001865, value=7.912569e+01 
Alert1: The distance between longitude prediced in measured is to high toa=433.339447, TS=230 ,mmsi=227006680, lon_mes=-4.479453e+00, lon_pred=-4.484457e+00, inno_lon=0.005003, threshold=0.002236, value=5.420301e+01 
Alert1: The distance between longitude prediced in measured is to high toa=433.464722, TS=235 ,mmsi=227008170, lon_mes=-4.481122e+00, lon_pred=-4.486111e+00, inno_lon=0.004989, threshold=0.001971, value=6.931248e+01 
Alert1: The difference between sog estimated and measured is to high toa=433.498871 TS=236 ,mmsi=230138350, sog_c=8.082551e+00, sog_mes=3.000000e-01, inno_sog=-7.782551, threshold=0.734504, value=6.466630e+02 
Alert1: The distance between longitude prediced in measured is to high toa=433.660431, TS=242 ,mmsi=227574020, lon_mes=-4.492692e+00, lon_pred=-4.497695e+00, inno_lon=0.005004, threshold=0.001933, value=7.255074e+01 
Alert1: The distance between longitude prediced in measured is to high toa=435.179535, TS=299 ,mmsi=227574030, lon_mes=-4.491660e+00, lon_pred=-4.496652e+00, inno_lon=0.004992, threshold=0.001731, value=9.000637e+01 
Alert1: The distance between longitude prediced in measured is to high toa=436.299622, TS=341 ,mmsi=228431900, lon_mes=-4.491335e+00, lon_pred=-4.496303e+00, inno_lon=0.004968, threshold=0.001078, value=2.299999e+02 
Alert1: The distance between longitude prediced in measured is to high toa=436.901154, TS=364 ,mmsi=227635210, lon_mes=-4.490602e+00, lon_pred=-4.495589e+00, inno_lon=0.004987, threshold=0.001761, value=8.678787e+01 
Alert1: The distance between longitude prediced in measured is to high toa=436.981049, TS=367 ,mmsi=310705000, lon_mes=-4.452550e+00, lon_pred=-4.457550e+00, inno_lon=0.005000, threshold=0.001746, value=8.880239e+01 
Alert1: The distance between longitude prediced in measured is to high toa=437.840942, TS=399 ,mmsi=227006650, lon_mes=-4.479502e+00, lon_pred=-4.484475e+00, inno_lon=0.004974, threshold=0.002077, value=6.203781e+01 
Alert1: The distance between longitude prediced in measured is to high toa=439.221130, TS=451 ,mmsi=227801900, lon_mes=-4.433300e+00, lon_pred=-4.438355e+00, inno_lon=0.005055, threshold=0.001935, value=7.386483e+01 
Alert1: The distance between longitude prediced in measured is to high toa=439.541748, TS=463 ,mmsi=227806300, lon_mes=-4.500977e+00, lon_pred=-4.506023e+00, inno_lon=0.005046, threshold=0.001874, value=7.853031e+01 
Alert1: The distance between longitude prediced in measured is to high toa=439.980042, TS=479 ,mmsi=227806500, lon_mes=-4.491297e+00, lon_pred=-4.496385e+00, inno_lon=0.005089, threshold=0.001918, value=7.620454e+01 
Alert1: The distance between longitude prediced in measured is to high toa=440.565979, TS=501 ,mmsi=227148000, lon_mes=-4.501423e+00, lon_pred=-4.506434e+00, inno_lon=0.005010, threshold=0.002289, value=5.187094e+01 
Alert1: The distance between longitude prediced in measured is to high toa=440.980988, TS=517 ,mmsi=227148000, lon_mes=-4.501423e+00, lon_pred=-4.506434e+00, inno_lon=0.005011, threshold=0.002365, value=4.856916e+01 
Alert1: The distance between longitude prediced in measured is to high toa=441.179565, TS=524 ,mmsi=228394000, lon_mes=-4.320913e+00, lon_pred=-4.325911e+00, inno_lon=0.004998, threshold=0.001963, value=7.014598e+01 
Alert1: The distance between longitude prediced in measured is to high toa=441.579529, TS=539 ,mmsi=227801800, lon_mes=-4.460282e+00, lon_pred=-4.465143e+00, inno_lon=0.004861, threshold=0.001952, value=6.711756e+01 
Alert1: The distance between longitude prediced in measured is to high toa=441.619110, TS=541 ,mmsi=227347000, lon_mes=-4.321907e+00, lon_pred=-4.326902e+00, inno_lon=0.004996, threshold=0.003180, value=2.671535e+01 
Alert1: The distance between longitude prediced in measured is to high toa=441.621979, TS=541 ,mmsi=228017700, lon_mes=-4.563458e+00, lon_pred=-4.568324e+00, inno_lon=0.004866, threshold=0.002042, value=6.145154e+01 
Alert1: The distance between longitude prediced in measured is to high toa=441.899567, TS=551 ,mmsi=227592820, lon_mes=-4.490512e+00, lon_pred=-4.495536e+00, inno_lon=0.005024, threshold=0.002190, value=5.696005e+01 
Alert1: The distance between longitude prediced in measured is to high toa=441.917114, TS=552 ,mmsi=227802100, lon_mes=-4.467713e+00, lon_pred=-4.472673e+00, inno_lon=0.004959, threshold=0.003080, value=2.806242e+01 
Alert1: The distance between longitude prediced in measured is to high toa=442.398010, TS=570 ,mmsi=227867000, lon_mes=-4.317458e+00, lon_pred=-4.322461e+00, inno_lon=0.005002, threshold=0.003232, value=2.592672e+01 
Alert1: The distance between longitude prediced in measured is to high toa=442.619507, TS=578 ,mmsi=227806400, lon_mes=-4.468033e+00, lon_pred=-4.472980e+00, inno_lon=0.004947, threshold=0.003028, value=2.889985e+01 
Alert1: The distance between longitude prediced in measured is to high toa=442.637817, TS=579 ,mmsi=226263000, lon_mes=-5.043617e+00, lon_pred=-5.048617e+00, inno_lon=0.005000, threshold=0.003094, value=2.827193e+01 
Alert1: The distance between longitude prediced in measured is to high toa=442.981110, TS=592 ,mmsi=227570230, lon_mes=-4.352935e+00, lon_pred=-4.358008e+00, inno_lon=0.005073, threshold=0.003134, value=2.835547e+01 
Alert1: The distance between longitude prediced in measured is to high toa=443.039459, TS=594 ,mmsi=227008170, lon_mes=-4.481125e+00, lon_pred=-4.486100e+00, inno_lon=0.004975, threshold=0.003262, value=2.517846e+01 
Alert1: The distance between longitude prediced in measured is to high toa=443.381531, TS=607 ,mmsi=227006680, lon_mes=-4.479452e+00, lon_pred=-4.484461e+00, inno_lon=0.005009, threshold=0.004133, value=1.589983e+01 
Alert1: The distance between longitude prediced in measured is to high toa=443.819641, TS=623 ,mmsi=227612860, lon_mes=-4.486153e+00, lon_pred=-4.491182e+00, inno_lon=0.005029, threshold=0.003315, value=2.491710e+01 
Alert1: The distance between longitude prediced in measured is to high toa=444.078674, TS=633 ,mmsi=227574020, lon_mes=-4.492695e+00, lon_pred=-4.497696e+00, inno_lon=0.005001, threshold=0.003339, value=2.428323e+01 
Alert1: The distance between longitude prediced in measured is to high toa=445.466156, TS=685 ,mmsi=227574030, lon_mes=-4.491657e+00, lon_pred=-4.496648e+00, inno_lon=0.004991, threshold=0.003041, value=2.915874e+01 
Alert1: The difference between sog estimated and measured is to high toa=446.265198 TS=715 ,mmsi=228041600, sog_c=8.108072e+00, sog_mes=0, inno_sog=-8.108072, threshold=0.734349, value=7.021868e+02 
Alert1: The distance between longitude prediced in measured is to high toa=447.277832, TS=753 ,mmsi=227002630, lon_mes=-4.317443e+00, lon_pred=-4.322462e+00, inno_lon=0.005018, threshold=0.000556, value=8.832458e+02 
Alert1: The difference between sog estimated and measured is to high toa=447.499573 TS=761 ,mmsi=227306100, sog_c=7.663172e+00, sog_mes=1.000000e-01, inno_sog=-7.563172, threshold=0.732753, value=6.136426e+02 
Alert1: The distance between longitude prediced in measured is to high toa=447.781525, TS=772 ,mmsi=227635210, lon_mes=-4.490603e+00, lon_pred=-4.495585e+00, inno_lon=0.004982, threshold=0.003173, value=2.668668e+01 
Alert1: The distance between longitude prediced in measured is to high toa=447.917755, TS=777 ,mmsi=310705000, lon_mes=-4.452550e+00, lon_pred=-4.457550e+00, inno_lon=0.005000, threshold=0.003157, value=2.715451e+01 
Alert1: The distance between longitude prediced in measured is to high toa=448.080902, TS=783 ,mmsi=227006650, lon_mes=-4.479513e+00, lon_pred=-4.484461e+00, inno_lon=0.004948, threshold=0.003937, value=1.710120e+01 
Alert1: The distance between longitude prediced in measured is to high toa=448.798401, TS=810 ,mmsi=227806300, lon_mes=-4.500482e+00, lon_pred=-4.505517e+00, inno_lon=0.005036, threshold=0.003084, value=2.886180e+01 
Alert1: The distance between longitude prediced in measured is to high toa=449.899017, TS=851 ,mmsi=227801900, lon_mes=-4.432553e+00, lon_pred=-4.437669e+00, inno_lon=0.005116, threshold=0.003376, value=2.485089e+01 
Alert1: The distance between longitude prediced in measured is to high toa=450.219910, TS=863 ,mmsi=228394000, lon_mes=-4.320908e+00, lon_pred=-4.325909e+00, inno_lon=0.005001, threshold=0.003184, value=2.670817e+01 
Alert1: The distance between longitude prediced in measured is to high toa=450.341766, TS=868 ,mmsi=227592820, lon_mes=-4.490507e+00, lon_pred=-4.495540e+00, inno_lon=0.005034, threshold=0.003382, value=2.398071e+01 
Alert1: The distance between longitude prediced in measured is to high toa=450.721771, TS=882 ,mmsi=227806500, lon_mes=-4.491443e+00, lon_pred=-4.496357e+00, inno_lon=0.004914, threshold=0.003360, value=2.315345e+01 
Alert1: The distance between longitude prediced in measured is to high toa=451.118530, TS=897 ,mmsi=227867000, lon_mes=-4.317468e+00, lon_pred=-4.322460e+00, inno_lon=0.004992, threshold=0.004580, value=1.285832e+01 
Alert1: The distance between longitude prediced in measured is to high toa=451.357941, TS=906 ,mmsi=228017700, lon_mes=-4.564318e+00, lon_pred=-4.569115e+00, inno_lon=0.004797, threshold=0.003380, value=2.180412e+01 
Alert1: The distance between longitude prediced in measured is to high toa=451.781036, TS=922 ,mmsi=227801800, lon_mes=-4.460033e+00, lon_pred=-4.464877e+00, inno_lon=0.004843, threshold=0.003331, value=2.288954e+01 
Alert1: The distance between longitude prediced in measured is to high toa=451.840332, TS=924 ,mmsi=226263000, lon_mes=-5.043617e+00, lon_pred=-5.048617e+00, inno_lon=0.005000, threshold=0.004483, value=1.346717e+01 
Alert1: The distance between longitude prediced in measured is to high toa=452.341736, TS=943 ,mmsi=227570230, lon_mes=-4.352703e+00, lon_pred=-4.357785e+00, inno_lon=0.005081, threshold=0.004558, value=1.345167e+01 
Alert1: The distance between longitude prediced in measured is to high toa=452.421051, TS=946 ,mmsi=227612860, lon_mes=-4.486095e+00, lon_pred=-4.491160e+00, inno_lon=0.005065, threshold=0.004659, value=1.279087e+01 
Alert1: The difference between sog estimated and measured is to high toa=452.557892 TS=951 ,mmsi=227347000, sog_c=2.801021e+01, sog_mes=0, inno_sog=-28.010213, threshold=5.393403, value=1.553565e+02 
Alert1: The distance between longitude prediced in measured is to high toa=453.179840, TS=974 ,mmsi=227008170, lon_mes=-4.481132e+00, lon_pred=-4.486088e+00, inno_lon=0.004957, threshold=0.004840, value=1.135386e+01 
Alert1: The distance between longitude prediced in measured is to high toa=453.504211, TS=986 ,mmsi=227802100, lon_mes=-4.467963e+00, lon_pred=-4.472898e+00, inno_lon=0.004934, threshold=0.004863, value=1.114643e+01 
Alert1: The distance between longitude prediced in measured is to high toa=454.082397, TS=1008 ,mmsi=227574020, lon_mes=-4.492700e+00, lon_pred=-4.497696e+00, inno_lon=0.004996, threshold=0.004918, value=1.117034e+01 
Alert1: The distance between longitude prediced in measured is to high toa=454.100677, TS=1009 ,mmsi=227806400, lon_mes=-4.468430e+00, lon_pred=-4.473379e+00, inno_lon=0.004949, threshold=0.004765, value=1.167865e+01 
Alert1: The distance between longitude prediced in measured is to high toa=455.179779, TS=1049 ,mmsi=227574030, lon_mes=-4.491660e+00, lon_pred=-4.496644e+00, inno_lon=0.004984, threshold=0.004508, value=1.323354e+01 
Alert1: The distance between longitude prediced in measured is to high toa=456.238525, TS=1089 ,mmsi=227002630, lon_mes=-4.317443e+00, lon_pred=-4.322466e+00, inno_lon=0.005023, threshold=0.001431, value=1.333934e+02 
Alert1: The distance between longitude prediced in measured is to high toa=457.259521, TS=1127 ,mmsi=310705000, lon_mes=-4.452550e+00, lon_pred=-4.457550e+00, inno_lon=0.005000, threshold=0.004596, value=1.281277e+01 
Alert1: The distance between longitude prediced in measured is to high toa=457.465240, TS=1135 ,mmsi=227635210, lon_mes=-4.490603e+00, lon_pred=-4.495582e+00, inno_lon=0.004979, threshold=0.004673, value=1.228718e+01 
Alert1: The difference between sog estimated and measured is to high toa=457.499512 TS=1136 ,mmsi=227006650, sog_c=2.526937e+01, sog_mes=0, inno_sog=-25.269367, threshold=4.877595, value=1.545965e+02 
Alert1: The distance between longitude prediced in measured is to high toa=459.439270, TS=1209 ,mmsi=227801900, lon_mes=-4.431943e+00, lon_pred=-4.437057e+00, inno_lon=0.005113, threshold=0.004886, value=1.185472e+01 
Alert1: The difference between sog estimated and measured is to high toa=460.105103 TS=1234 ,mmsi=227148000, sog_c=2.681842e+01, sog_mes=0, inno_sog=-26.818420, threshold=6.468679, value=9.900512e+01 
Alert1: The distance between longitude prediced in measured is to high toa=460.180328, TS=1237 ,mmsi=227806300, lon_mes=-4.499875e+00, lon_pred=-4.504895e+00, inno_lon=0.005020, threshold=0.004821, value=1.174021e+01 
Alert1: The distance between longitude prediced in measured is to high toa=460.238281, TS=1239 ,mmsi=227806500, lon_mes=-4.491448e+00, lon_pred=-4.496332e+00, inno_lon=0.004884, threshold=0.004858, value=1.094083e+01 
Alert1: The distance between longitude prediced in measured is to high toa=460.540283, TS=1250 ,mmsi=227592820, lon_mes=-4.490500e+00, lon_pred=-4.495545e+00, inno_lon=0.005045, threshold=0.004999, value=1.102624e+01 
Alert1: The distance between longitude prediced in measured is to high toa=460.619293, TS=1253 ,mmsi=228394000, lon_mes=-4.320903e+00, lon_pred=-4.325907e+00, inno_lon=0.005004, threshold=0.004801, value=1.175924e+01 
Alert1: The distance between longitude prediced in measured is to high toa=462.021912, TS=1306 ,mmsi=227148000, lon_mes=-4.506422e+00, lon_pred=-4.501073e+00, inno_lon=-0.005349, threshold=0.000414, value=1.805884e+03 
Alert1: The difference between sog estimated and measured is to high toa=462.021912 TS=1306 ,mmsi=227148000, sog_c=2.681842e+01, sog_mes=0, inno_sog=-26.818419, threshold=6.537536, value=9.693054e+01 
Alert1: The distance between longitude prediced in measured is to high toa=462.100952, TS=1309 ,mmsi=228431900, lon_mes=-4.496392e+00, lon_pred=-4.491404e+00, inno_lon=-0.004988, threshold=0.000354, value=2.143306e+03 
Alert1: The distance between longitude prediced in measured is to high toa=462.661041, TS=1330 ,mmsi=227347000, lon_mes=-4.326903e+00, lon_pred=-4.319957e+00, inno_lon=-0.006947, threshold=0.001168, value=3.828612e+02 
Alert1: The difference between sog estimated and measured is to high toa=462.661041 TS=1330 ,mmsi=227347000, sog_c=2.801024e+01, sog_mes=0, inno_sog=-28.010237, threshold=7.364752, value=8.331819e+01 
Alert1: The distance between longitude prediced in measured is to high toa=466.460083, TS=1472 ,mmsi=228431900, lon_mes=-4.496390e+00, lon_pred=-4.491409e+00, inno_lon=-0.004981, threshold=0.000514, value=1.017871e+03 
Alert1: The distance between longitude prediced in measured is to high toa=467.484497, TS=1511 ,mmsi=227006650, lon_mes=-4.484520e+00, lon_pred=-4.477771e+00, inno_lon=-0.006749, threshold=0.001075, value=4.264634e+02 
Alert1: The difference between sog estimated and measured is to high toa=467.484497 TS=1511 ,mmsi=227006650, sog_c=2.527083e+01, sog_mes=0, inno_sog=-25.270826, threshold=6.934154, value=7.650228e+01 
Alert1: The distance between longitude prediced in measured is to high toa=468.380951, TS=1544 ,mmsi=228431900, lon_mes=-4.496383e+00, lon_pred=-4.491411e+00, inno_lon=-0.004972, threshold=0.000608, value=7.243179e+02 
Alert1: The distance between longitude prediced in measured is to high toa=473.019775, TS=1718 ,mmsi=227347000, lon_mes=-4.326905e+00, lon_pred=-4.317949e+00, inno_lon=-0.008956, threshold=0.002557, value=1.327961e+02 
Alert1: The difference between sog estimated and measured is to high toa=473.019775 TS=1718 ,mmsi=227347000, sog_c=2.801024e+01, sog_mes=0, inno_sog=-28.010239, threshold=8.982147, value=5.601389e+01 
Alert1: The distance between longitude prediced in measured is to high toa=475.780945, TS=1822 ,mmsi=228431900, lon_mes=-4.496348e+00, lon_pred=-4.491421e+00, inno_lon=-0.004928, threshold=0.001064, value=2.321606e+02 
Alert1: The distance between longitude prediced in measured is to high toa=478.724274, TS=1932 ,mmsi=227006650, lon_mes=-4.484510e+00, lon_pred=-4.475795e+00, inno_lon=-0.008715, threshold=0.002517, value=1.298144e+02 
Alert1: The difference between sog estimated and measured is to high toa=478.724274 TS=1932 ,mmsi=227006650, sog_c=2.526987e+01, sog_mes=0, inno_sog=-25.269869, threshold=8.880895, value=4.663532e+01 
Alert1: The distance between longitude prediced in measured is to high toa=478.901459, TS=1939 ,mmsi=227148000, lon_mes=-4.506428e+00, lon_pred=-4.497923e+00, inno_lon=-0.008505, threshold=0.002647, value=1.117694e+02 
Alert1: The difference between sog estimated and measured is to high toa=478.901459 TS=1939 ,mmsi=227148000, sog_c=2.681847e+01, sog_mes=0, inno_sog=-26.818466, threshold=10.591860, value=3.692716e+01 
Alert1: The distance between longitude prediced in measured is to high toa=478.958435, TS=1941 ,mmsi=228431900, lon_mes=-4.496337e+00, lon_pred=-4.491425e+00, inno_lon=-0.004912, threshold=0.001316, value=1.507594e+02 
measurment not avaiblable in longitude mmsi=227806500, toa=480.156830 
measurment not avaiblable in latitude mmsi=227806500, toa=480.156830 
measurment not avaiblable in sog mmsi=227806500, toa=480.156830 
Alert1: The distance between longitude prediced in measured is to high toa=482.380127, TS=2069 ,mmsi=227347000, lon_mes=-4.326907e+00, lon_pred=-4.316135e+00, inno_lon=-0.010772, threshold=0.004023, value=7.759582e+01 
Alert1: The difference between sog estimated and measured is to high toa=482.380127 TS=2069 ,mmsi=227347000, sog_c=2.801024e+01, sog_mes=0, inno_sog=-28.010241, threshold=10.112738, value=4.418946e+01 
Alert1: The distance between longitude prediced in measured is to high toa=487.260254, TS=2 ,mmsi=227006650, lon_mes=-4.484512e+00, lon_pred=-4.474294e+00, inno_lon=-0.010218, threshold=0.003830, value=7.703688e+01 
Alert1: The difference between sog estimated and measured is to high toa=487.260254 TS=2 ,mmsi=227006650, sog_c=2.526946e+01, sog_mes=0, inno_sog=-25.269456, threshold=9.829980, value=3.806353e+01 
Alert1: The distance between longitude prediced in measured is to high toa=492.084259, TS=183 ,mmsi=227347000, lon_mes=-4.326908e+00, lon_pred=-4.314254e+00, inno_lon=-0.012655, threshold=0.005710, value=5.315746e+01 
Alert1: The difference between sog estimated and measured is to high toa=492.084259 TS=183 ,mmsi=227347000, sog_c=2.801022e+01, sog_mes=0, inno_sog=-28.010215, threshold=11.201388, value=3.601734e+01 
Alert1: The distance between longitude prediced in measured is to high toa=498.060791, TS=407 ,mmsi=227006650, lon_mes=-4.484502e+00, lon_pred=-4.472395e+00, inno_lon=-0.012107, threshold=0.005680, value=4.917850e+01 
Alert1: The difference between sog estimated and measured is to high toa=498.060791 TS=407 ,mmsi=227006650, sog_c=2.526951e+01, sog_mes=0, inno_sog=-25.269515, threshold=11.182790, value=2.941142e+01 
Alert1: The distance between longitude prediced in measured is to high toa=502.503387, TS=574 ,mmsi=227347000, lon_mes=-4.326905e+00, lon_pred=-4.312234e+00, inno_lon=-0.014671, threshold=0.007694, value=3.935662e+01 
Alert1: The distance between longitude prediced in measured is to high toa=508.101227, TS=784 ,mmsi=227006650, lon_mes=-4.484517e+00, lon_pred=-4.470629e+00, inno_lon=-0.013887, threshold=0.007584, value=3.629080e+01 
measurment not avaiblable in longitude mmsi=227806500, toa=600.156982 
measurment not avaiblable in latitude mmsi=227806500, toa=600.156982 
measurment not avaiblable in sog mmsi=227806500, toa=600.156982 
Alert1: The difference between sog estimated and measured is to high toa=605.340088 TS=2180 ,mmsi=372430000, sog_c=1.619384e+01, sog_mes=1.000000e-01, inno_sog=-16.093839, threshold=0.786742, value=2.410331e+03 
Alert1: The difference between sog estimated and measured is to high toa=617.460602 TS=385 ,mmsi=230138350, sog_c=1.590928e+01, sog_mes=3.000000e-01, inno_sog=-15.609281, threshold=0.786386, value=2.269428e+03 
Alert1: The difference between sog estimated and measured is to high toa=622.660126 TS=580 ,mmsi=227306100, sog_c=1.588401e+01, sog_mes=1.000000e-01, inno_sog=-15.784014, threshold=0.786459, value=2.320090e+03 
Alert1: The difference between sog estimated and measured is to high toa=631.340240 TS=905 ,mmsi=228041600, sog_c=1.584980e+01, sog_mes=0, inno_sog=-15.849800, threshold=0.785267, value=2.346583e+03 
measurment not avaiblable in longitude mmsi=227806500, toa=770.957703 
measurment not avaiblable in latitude mmsi=227806500, toa=770.957703 
measurment not avaiblable in sog mmsi=227806500, toa=770.957703 
measurment not avaiblable in longitude mmsi=227806500, toa=781.117737 
measurment not avaiblable in latitude mmsi=227806500, toa=781.117737 
measurment not avaiblable in sog mmsi=227806500, toa=781.117737 
Alert1: The difference between sog estimated and measured is to high toa=784.958221 TS=2166 ,mmsi=372430000, sog_c=1.619382e+01, sog_mes=2.000000e-01, inno_sog=-15.993816, threshold=0.836565, value=2.105363e+03 
measurment not avaiblable in longitude mmsi=227806500, toa=790.219025 
measurment not avaiblable in latitude mmsi=227806500, toa=790.219025 
measurment not avaiblable in sog mmsi=227806500, toa=790.219025 
Alert1: The difference between sog estimated and measured is to high toa=795.440125 TS=309 ,mmsi=230138350, sog_c=1.585708e+01, sog_mes=3.000000e-01, inno_sog=-15.557075, threshold=0.836400, value=1.992739e+03 
measurment not avaiblable in longitude mmsi=227806500, toa=800.276764 
measurment not avaiblable in latitude mmsi=227806500, toa=800.276764 
measurment not avaiblable in sog mmsi=227806500, toa=800.276764 
Alert1: The difference between sog estimated and measured is to high toa=805.540649 TS=688 ,mmsi=228041600, sog_c=1.582423e+01, sog_mes=0, inno_sog=-15.824230, threshold=0.836276, value=2.062378e+03 
Alert1: The difference between sog estimated and measured is to high toa=807.783722 TS=772 ,mmsi=227306100, sog_c=1.591128e+01, sog_mes=1.000000e-01, inno_sog=-15.811283, threshold=0.834343, value=2.068556e+03 
measurment not avaiblable in longitude mmsi=227806500, toa=810.317596 
measurment not avaiblable in latitude mmsi=227806500, toa=810.317596 
measurment not avaiblable in sog mmsi=227806500, toa=810.317596 
